Year,State,County,Value
1999,INDIANA,DECATUR,151.6
1999,INDIANA,GRANT,135.5
1999,INDIANA,HAMILTON,130.7
1999,INDIANA,HANCOCK,126.8
1999,INDIANA,HENDRICKS,139.9
1999,INDIANA,HOWARD,147.5
1999,INDIANA,JOHNSON,136.9
1999,INDIANA,MADISON,145
1999,INDIANA,MARION,129.4
1999,INDIANA,MORGAN,136.2
1999,INDIANA,RUSH,148.5
1999,INDIANA,SHELBY,127.3
1999,INDIANA,TIPTON,158.7
1999,INDIANA,BLACKFORD,132.4
1999,INDIANA,DELAWARE,149.2
1999,INDIANA,FAYETTE,135
1999,INDIANA,HENRY,142.7
1999,INDIANA,JAY,126.5
1999,INDIANA,RANDOLPH,133.6
1999,INDIANA,UNION,150.8
1999,INDIANA,WAYNE,128.8
1999,INDIANA,CARROLL,152.6
1999,INDIANA,CASS,142
1999,INDIANA,ELKHART,113.3
1999,INDIANA,FULTON,112.1
1999,INDIANA,KOSCIUSKO,124.8
1999,INDIANA,MARSHALL,122.9
1999,INDIANA,MIAMI,111
1999,INDIANA,ST. JOSEPH,107
1999,INDIANA,WABASH,115.7
1999,INDIANA,ADAMS,112.2
1999,INDIANA,ALLEN,124.2
1999,INDIANA,DE KALB,119.3
1999,INDIANA,HUNTINGTON,109.2
1999,INDIANA,LAGRANGE,125.2
1999,INDIANA,NOBLE,111
1999,INDIANA,STEUBEN,114.8
1999,INDIANA,WELLS,116.5
1999,INDIANA,WHITLEY,90.4
1999,INDIANA,BENTON,149.8
1999,INDIANA,JASPER,145
1999,INDIANA,LA PORTE,127.4
1999,INDIANA,LAKE,134.3
1999,INDIANA,NEWTON,160.4
1999,INDIANA,PORTER,143.3
1999,INDIANA,PULASKI,125.2
1999,INDIANA,STARKE,113.4
1999,INDIANA,WHITE,158.3
1999,INDIANA,HARRISON,87.7
1999,INDIANA,JACKSON,100.2
1999,INDIANA,LAWRENCE,100
1999,INDIANA,MONROE,110.2
1999,INDIANA,ORANGE,105.4
1999,INDIANA,OTHER (COMBINED) COUNTIES,89.8
1999,INDIANA,PERRY,84.3
1999,INDIANA,WASHINGTON,101.5
1999,INDIANA,CLARK,95.3
1999,INDIANA,DEARBORN,107.6
1999,INDIANA,FRANKLIN,120.6
1999,INDIANA,JEFFERSON,109.7
1999,INDIANA,JENNINGS,95.7
1999,INDIANA,OTHER (COMBINED) COUNTIES,74.2
1999,INDIANA,RIPLEY,114.5
1999,INDIANA,SCOTT,119.7
1999,INDIANA,DAVIESS,147
1999,INDIANA,DUBOIS,125.1
1999,INDIANA,GIBSON,128.1
1999,INDIANA,GREENE,123.5
1999,INDIANA,KNOX,139.8
1999,INDIANA,MARTIN,113.6
1999,INDIANA,PIKE,116.8
1999,INDIANA,POSEY,138.9
1999,INDIANA,SPENCER,106.9
1999,INDIANA,SULLIVAN,133.6
1999,INDIANA,VANDERBURGH,126.9
1999,INDIANA,WARRICK,111.6
1999,INDIANA,CLAY,149.4
1999,INDIANA,FOUNTAIN,143.1
1999,INDIANA,MONTGOMERY,144.8
1999,INDIANA,OWEN,118.6
1999,INDIANA,PARKE,135
1999,INDIANA,PUTNAM,148
1999,INDIANA,TIPPECANOE,147.2
1999,INDIANA,VERMILLION,140.6
1999,INDIANA,VIGO,130.4
1999,INDIANA,WARREN,133.6
1998,INDIANA,BARTHOLOMEW,125.9
1998,INDIANA,BOONE,140.2
1998,INDIANA,CLINTON,151.1
1998,INDIANA,DECATUR,135.6
1998,INDIANA,GRANT,125.5
1998,INDIANA,HAMILTON,143.7
1998,INDIANA,HANCOCK,131.2
1998,INDIANA,HENDRICKS,140.5
1998,INDIANA,HOWARD,149.2
1998,INDIANA,JOHNSON,125.6
1998,INDIANA,MADISON,150.9
1998,INDIANA,MARION,125.8
1998,INDIANA,MORGAN,124.7
1998,INDIANA,RUSH,135.8
1998,INDIANA,SHELBY,128.8
1998,INDIANA,TIPTON,139
1998,INDIANA,BLACKFORD,135.7
1998,INDIANA,DELAWARE,143.7
1998,INDIANA,FAYETTE,132.8
1998,INDIANA,HENRY,136.6
1998,INDIANA,JAY,131.6
1998,INDIANA,RANDOLPH,139.7
1998,INDIANA,UNION,143.8
1998,INDIANA,WAYNE,129.7
1998,INDIANA,CARROLL,146.3
1998,INDIANA,CASS,151.1
1998,INDIANA,ELKHART,139.4
1998,INDIANA,FULTON,138.6
1998,INDIANA,KOSCIUSKO,151.1
1998,INDIANA,MARSHALL,147.8
1998,INDIANA,MIAMI,151.3
1998,INDIANA,ST. JOSEPH,147
1998,INDIANA,WABASH,143.1
1998,INDIANA,ADAMS,138.9
1998,INDIANA,ALLEN,142.1
1998,INDIANA,DE KALB,144.3
1998,INDIANA,HUNTINGTON,139
1998,INDIANA,LAGRANGE,126.7
1998,INDIANA,NOBLE,152.1
1998,INDIANA,STEUBEN,122.8
1998,INDIANA,WELLS,152.3
1998,INDIANA,WHITLEY,135.4
1998,INDIANA,BENTON,135
1998,INDIANA,JASPER,148.1
1998,INDIANA,LA PORTE,142.2
1998,INDIANA,LAKE,150.4
1998,INDIANA,NEWTON,150.9
1998,INDIANA,PORTER,149.8
1998,INDIANA,PULASKI,142.8
1998,INDIANA,STARKE,138.2
1998,INDIANA,WHITE,141
1998,INDIANA,HARRISON,127.6
1998,INDIANA,JACKSON,113.1
1998,INDIANA,LAWRENCE,108.3
1998,INDIANA,MONROE,124.2
1998,INDIANA,ORANGE,133.2
1998,INDIANA,OTHER (COMBINED) COUNTIES,113.8
1998,INDIANA,PERRY,109.6
1998,INDIANA,WASHINGTON,118.3
1998,INDIANA,CLARK,125.8
1998,INDIANA,DEARBORN,120.8
1998,INDIANA,FRANKLIN,114.4
1998,INDIANA,JEFFERSON,99.3
1998,INDIANA,JENNINGS,121.2
1998,INDIANA,OTHER (COMBINED) COUNTIES,130.5
1998,INDIANA,RIPLEY,119.3
1998,INDIANA,SCOTT,117.2
1998,INDIANA,DAVIESS,130.3
1998,INDIANA,DUBOIS,136.5
1998,INDIANA,GIBSON,136.2
1998,INDIANA,GREENE,114.8
1998,INDIANA,KNOX,132
1998,INDIANA,MARTIN,107.5
1998,INDIANA,PIKE,123.3
1998,INDIANA,POSEY,139.5
1998,INDIANA,SPENCER,106.6
1998,INDIANA,SULLIVAN,135.4
1998,INDIANA,VANDERBURGH,131.8
1998,INDIANA,WARRICK,95.8
1998,INDIANA,CLAY,106.2
1998,INDIANA,FOUNTAIN,136.6
1998,INDIANA,MONTGOMERY,140.4
1998,INDIANA,OWEN,102.1
1998,INDIANA,PARKE,130.1
1998,INDIANA,PUTNAM,140.1
1998,INDIANA,TIPPECANOE,138.2
1998,INDIANA,VERMILLION,142.3
1998,INDIANA,VIGO,107.5
1998,INDIANA,WARREN,136.2
1997,INDIANA,BARTHOLOMEW,116
1997,INDIANA,BOONE,121.5
1997,INDIANA,CLINTON,128.8
1997,INDIANA,DECATUR,128.3
1997,INDIANA,GRANT,135.9
1997,INDIANA,HAMILTON,129.6
1997,INDIANA,HANCOCK,127.7
1997,INDIANA,HENDRICKS,121.3
1997,INDIANA,HOWARD,145.7
1997,INDIANA,JOHNSON,119.8
1997,INDIANA,MADISON,132.2
1997,INDIANA,MARION,121.5
1997,INDIANA,MORGAN,122.9
1997,INDIANA,RUSH,132.4
1997,INDIANA,SHELBY,123.7
1997,INDIANA,TIPTON,144.7
1997,INDIANA,BLACKFORD,126.9
1997,INDIANA,DELAWARE,116.2
1997,INDIANA,FAYETTE,105.1
1997,INDIANA,HENRY,125
1997,INDIANA,JAY,119.5
1997,INDIANA,RANDOLPH,113.1
1997,INDIANA,UNION,135
1997,INDIANA,WAYNE,125.9
1997,INDIANA,CARROLL,144.7
1997,INDIANA,CASS,138.3
1997,INDIANA,ELKHART,136.2
1997,INDIANA,FULTON,129.8
1997,INDIANA,KOSCIUSKO,134.6
1997,INDIANA,MARSHALL,127.8
1997,INDIANA,MIAMI,132.7
1997,INDIANA,ST. JOSEPH,126.5
1997,INDIANA,WABASH,134
1997,INDIANA,ADAMS,140.5
1997,INDIANA,ALLEN,139.3
1997,INDIANA,DE KALB,122
1997,INDIANA,HUNTINGTON,136.1
1997,INDIANA,LAGRANGE,123
1997,INDIANA,NOBLE,125.1
1997,INDIANA,STEUBEN,118.8
1997,INDIANA,WELLS,138.5
1997,INDIANA,WHITLEY,133.5
1997,INDIANA,BENTON,134.6
1997,INDIANA,JASPER,130.2
1997,INDIANA,LA PORTE,136.9
1997,INDIANA,LAKE,132.8
1997,INDIANA,NEWTON,130.3
1997,INDIANA,PORTER,138
1997,INDIANA,PULASKI,128.7
1997,INDIANA,STARKE,121.4
1997,INDIANA,WHITE,136.7
1997,INDIANA,BROWN,101.2
1997,INDIANA,CRAWFORD,74.6
1997,INDIANA,FLOYD,89.5
1997,INDIANA,HARRISON,68.3
1997,INDIANA,JACKSON,103.1
1997,INDIANA,LAWRENCE,94.5
1997,INDIANA,MONROE,98.5
1997,INDIANA,ORANGE,85
1997,INDIANA,PERRY,90
1997,INDIANA,WASHINGTON,89.1
1997,INDIANA,CLARK,93
1997,INDIANA,DEARBORN,89.9
1997,INDIANA,FRANKLIN,101.4
1997,INDIANA,JEFFERSON,90.3
1997,INDIANA,JENNINGS,106.8
1997,INDIANA,OHIO,86.7
1997,INDIANA,RIPLEY,97.8
1997,INDIANA,SCOTT,85.5
1997,INDIANA,SWITZERLAND,93.4
1997,INDIANA,DAVIESS,98
1997,INDIANA,DUBOIS,93.1
1997,INDIANA,GIBSON,113.2
1997,INDIANA,GREENE,94.3
1997,INDIANA,KNOX,113.1
1997,INDIANA,MARTIN,84.8
1997,INDIANA,PIKE,85.8
1997,INDIANA,POSEY,109.9
1997,INDIANA,SPENCER,94.2
1997,INDIANA,SULLIVAN,102.2
1997,INDIANA,VANDERBURGH,108.7
1997,INDIANA,WARRICK,106.3
1997,INDIANA,CLAY,111.7
1997,INDIANA,FOUNTAIN,110.3
1997,INDIANA,MONTGOMERY,111.3
1997,INDIANA,OWEN,113
1997,INDIANA,PARKE,112.1
1997,INDIANA,PUTNAM,112.1
1997,INDIANA,TIPPECANOE,115.1
1997,INDIANA,VERMILLION,110.5
1997,INDIANA,VIGO,104.3
1997,INDIANA,WARREN,109.9
1996,INDIANA,BARTHOLOMEW,116.7
1996,INDIANA,BOONE,113
1996,INDIANA,CLINTON,133.3
1996,INDIANA,DECATUR,120.8
1996,INDIANA,GRANT,117.9
1996,INDIANA,HAMILTON,117.5
1996,INDIANA,HANCOCK,125.4
1996,INDIANA,HENDRICKS,121.6
1996,INDIANA,HOWARD,142.8
1996,INDIANA,JOHNSON,109
1996,INDIANA,MADISON,129.8
1996,INDIANA,MARION,121.4
1996,INDIANA,MORGAN,127
1996,INDIANA,RUSH,126.7
1996,INDIANA,SHELBY,121.5
1996,INDIANA,TIPTON,131.2
1996,INDIANA,BLACKFORD,117.5
1996,INDIANA,DELAWARE,106.3
1996,INDIANA,FAYETTE,115.3
1996,INDIANA,HENRY,117.1
1996,INDIANA,JAY,92.6
1996,INDIANA,RANDOLPH,110.3
1996,INDIANA,UNION,120.2
1996,INDIANA,WAYNE,106.9
1996,INDIANA,CARROLL,149
1996,INDIANA,CASS,141.2
1996,INDIANA,ELKHART,110.4
1996,INDIANA,FULTON,126.7
1996,INDIANA,KOSCIUSKO,119.1
1996,INDIANA,MARSHALL,108.1
1996,INDIANA,MIAMI,132.2
1996,INDIANA,ST. JOSEPH,106.7
1996,INDIANA,WABASH,124.2
1996,INDIANA,ADAMS,119.6
1996,INDIANA,ALLEN,123.6
1996,INDIANA,DE KALB,97.9
1996,INDIANA,HUNTINGTON,118.5
1996,INDIANA,LAGRANGE,103.9
1996,INDIANA,NOBLE,112.7
1996,INDIANA,STEUBEN,106
1996,INDIANA,WELLS,123.1
1996,INDIANA,WHITLEY,109.1
1996,INDIANA,BENTON,138
1996,INDIANA,JASPER,125
1996,INDIANA,LA PORTE,126.9
1996,INDIANA,LAKE,112.7
1996,INDIANA,NEWTON,127.8
1996,INDIANA,PORTER,136.4
1996,INDIANA,PULASKI,110.3
1996,INDIANA,STARKE,103.2
1996,INDIANA,WHITE,147.8
1996,INDIANA,BROWN,96.7
1996,INDIANA,CRAWFORD,102.6
1996,INDIANA,FLOYD,102.3
1996,INDIANA,HARRISON,107
1996,INDIANA,JACKSON,129.2
1996,INDIANA,LAWRENCE,90.2
1996,INDIANA,MONROE,103.3
1996,INDIANA,ORANGE,115.8
1996,INDIANA,PERRY,114.9
1996,INDIANA,WASHINGTON,120.5
1996,INDIANA,CLARK,126.6
1996,INDIANA,DEARBORN,91.8
1996,INDIANA,FRANKLIN,112.7
1996,INDIANA,JEFFERSON,101
1996,INDIANA,JENNINGS,115.2
1996,INDIANA,OTHER (COMBINED) COUNTIES,90.3
1996,INDIANA,RIPLEY,103
1996,INDIANA,SCOTT,128.2
1996,INDIANA,DAVIESS,122.1
1996,INDIANA,DUBOIS,124
1996,INDIANA,GIBSON,136.3
1996,INDIANA,GREENE,106.7
1996,INDIANA,KNOX,131
1996,INDIANA,MARTIN,119.1
1996,INDIANA,PIKE,126.2
1996,INDIANA,POSEY,140.2
1996,INDIANA,SPENCER,123.9
1996,INDIANA,SULLIVAN,112.3
1996,INDIANA,VANDERBURGH,136.2
1996,INDIANA,WARRICK,123
1996,INDIANA,CLAY,107.7
1996,INDIANA,FOUNTAIN,129.6
1996,INDIANA,MONTGOMERY,124.2
1996,INDIANA,OWEN,92.9
1996,INDIANA,PARKE,111.4
1996,INDIANA,PUTNAM,126.4
1996,INDIANA,TIPPECANOE,132.1
1996,INDIANA,VERMILLION,125.5
1996,INDIANA,VIGO,96.9
1996,INDIANA,WARREN,140.1
1995,INDIANA,BARTHOLOMEW,117
1995,INDIANA,BOONE,106
1995,INDIANA,CLINTON,102
1995,INDIANA,DECATUR,132
1995,INDIANA,GRANT,116
1995,INDIANA,HAMILTON,104
1995,INDIANA,HANCOCK,113
1995,INDIANA,HENDRICKS,120
1995,INDIANA,HOWARD,123
1995,INDIANA,JOHNSON,121
1995,INDIANA,MADISON,119
1995,INDIANA,MARION,107
1995,INDIANA,MORGAN,122
1995,INDIANA,RUSH,120
1995,INDIANA,SHELBY,115
1995,INDIANA,TIPTON,112
1995,INDIANA,BLACKFORD,108
1995,INDIANA,DELAWARE,121
1995,INDIANA,FAYETTE,116
1995,INDIANA,HENRY,111
1995,INDIANA,JAY,109
1995,INDIANA,RANDOLPH,119
1995,INDIANA,UNION,128
1995,INDIANA,WAYNE,107
1995,INDIANA,CARROLL,120
1995,INDIANA,CASS,115
1995,INDIANA,ELKHART,115
1995,INDIANA,FULTON,109
1995,INDIANA,KOSCIUSKO,111
1995,INDIANA,MARSHALL,113
1995,INDIANA,MIAMI,111
1995,INDIANA,ST. JOSEPH,121
1995,INDIANA,WABASH,113
1995,INDIANA,ADAMS,126
1995,INDIANA,ALLEN,130
1995,INDIANA,DE KALB,108
1995,INDIANA,HUNTINGTON,112
1995,INDIANA,LAGRANGE,115
1995,INDIANA,NOBLE,110
1995,INDIANA,STEUBEN,105
1995,INDIANA,WELLS,114
1995,INDIANA,WHITLEY,120
1995,INDIANA,BENTON,87
1995,INDIANA,JASPER,99
1995,INDIANA,LA PORTE,129
1995,INDIANA,LAKE,113
1995,INDIANA,NEWTON,99
1995,INDIANA,PORTER,128
1995,INDIANA,PULASKI,103
1995,INDIANA,STARKE,114
1995,INDIANA,WHITE,117
1995,INDIANA,BROWN,106
1995,INDIANA,CRAWFORD,98
1995,INDIANA,FLOYD,105
1995,INDIANA,HARRISON,101
1995,INDIANA,JACKSON,114
1995,INDIANA,LAWRENCE,98
1995,INDIANA,MONROE,95
1995,INDIANA,ORANGE,97
1995,INDIANA,PERRY,105
1995,INDIANA,WASHINGTON,100
1995,INDIANA,CLARK,104
1995,INDIANA,DEARBORN,112
1995,INDIANA,FRANKLIN,115
1995,INDIANA,JEFFERSON,112
1995,INDIANA,JENNINGS,117
1995,INDIANA,OTHER (COMBINED) COUNTIES,114
1995,INDIANA,RIPLEY,121
1995,INDIANA,SCOTT,109
1995,INDIANA,DAVIESS,120
1995,INDIANA,DUBOIS,102
1995,INDIANA,GIBSON,114
1995,INDIANA,GREENE,122
1995,INDIANA,KNOX,123
1995,INDIANA,MARTIN,114
1995,INDIANA,PIKE,99
1995,INDIANA,POSEY,120
1995,INDIANA,SPENCER,101
1995,INDIANA,SULLIVAN,111
1995,INDIANA,VANDERBURGH,110
1995,INDIANA,WARRICK,96
1995,INDIANA,CLAY,123
1995,INDIANA,FOUNTAIN,112
1995,INDIANA,MONTGOMERY,115
1995,INDIANA,OWEN,110
1995,INDIANA,PARKE,117
1995,INDIANA,PUTNAM,117
1995,INDIANA,TIPPECANOE,108
1995,INDIANA,VERMILLION,112
1995,INDIANA,VIGO,111
1995,INDIANA,WARREN,92
1994,INDIANA,BARTHOLOMEW,129.1
1994,INDIANA,BOONE,164.4
1994,INDIANA,CLINTON,170.1
1994,INDIANA,DECATUR,149.5
1994,INDIANA,GRANT,155.2
1994,INDIANA,HAMILTON,151.4
1994,INDIANA,HANCOCK,145.6
1994,INDIANA,HENDRICKS,148.2
1994,INDIANA,HOWARD,164.1
1994,INDIANA,JOHNSON,139.9
1994,INDIANA,MADISON,156.2
1994,INDIANA,MARION,139.3
1994,INDIANA,MORGAN,138.5
1994,INDIANA,RUSH,149
1994,INDIANA,SHELBY,139.5
1994,INDIANA,TIPTON,167.1
1994,INDIANA,BLACKFORD,146.2
1994,INDIANA,DELAWARE,158.9
1994,INDIANA,FAYETTE,144.5
1994,INDIANA,HENRY,146.7
1994,INDIANA,JAY,141.8
1994,INDIANA,RANDOLPH,158.3
1994,INDIANA,UNION,148.2
1994,INDIANA,WAYNE,148.9
1994,INDIANA,CARROLL,165.5
1994,INDIANA,CASS,154.3
1994,INDIANA,ELKHART,135.8
1994,INDIANA,FULTON,145.9
1994,INDIANA,KOSCIUSKO,140.1
1994,INDIANA,MARSHALL,139.3
1994,INDIANA,MIAMI,150.9
1994,INDIANA,ST. JOSEPH,141.4
1994,INDIANA,WABASH,149.7
1994,INDIANA,ADAMS,139.1
1994,INDIANA,ALLEN,140
1994,INDIANA,DE KALB,119
1994,INDIANA,HUNTINGTON,144.6
1994,INDIANA,LAGRANGE,112.4
1994,INDIANA,NOBLE,119.7
1994,INDIANA,STEUBEN,113.9
1994,INDIANA,WELLS,145.8
1994,INDIANA,WHITLEY,133.7
1994,INDIANA,BENTON,162.5
1994,INDIANA,JASPER,150.8
1994,INDIANA,LA PORTE,143.8
1994,INDIANA,LAKE,140.9
1994,INDIANA,NEWTON,146.2
1994,INDIANA,PORTER,147.6
1994,INDIANA,PULASKI,135.8
1994,INDIANA,STARKE,135
1994,INDIANA,WHITE,158.7
1994,INDIANA,BROWN,121.4
1994,INDIANA,CRAWFORD,118.4
1994,INDIANA,FLOYD,115.6
1994,INDIANA,HARRISON,115
1994,INDIANA,JACKSON,133.9
1994,INDIANA,LAWRENCE,124.2
1994,INDIANA,MONROE,126.3
1994,INDIANA,ORANGE,126.2
1994,INDIANA,PERRY,121.3
1994,INDIANA,WASHINGTON,116.5
1994,INDIANA,CLARK,123.5
1994,INDIANA,DEARBORN,125.8
1994,INDIANA,FRANKLIN,131.3
1994,INDIANA,JEFFERSON,126.2
1994,INDIANA,JENNINGS,142.3
1994,INDIANA,OHIO,120.4
1994,INDIANA,RIPLEY,137.6
1994,INDIANA,SCOTT,133
1994,INDIANA,SWITZERLAND,121.1
1994,INDIANA,DAVIESS,137.3
1994,INDIANA,DUBOIS,123.5
1994,INDIANA,GIBSON,121.6
1994,INDIANA,GREENE,129.3
1994,INDIANA,KNOX,126.4
1994,INDIANA,MARTIN,122
1994,INDIANA,PIKE,119.5
1994,INDIANA,POSEY,126.4
1994,INDIANA,SPENCER,130.3
1994,INDIANA,SULLIVAN,136.1
1994,INDIANA,VANDERBURGH,133.8
1994,INDIANA,WARRICK,124.5
1994,INDIANA,CLAY,144.6
1994,INDIANA,FOUNTAIN,151.6
1994,INDIANA,MONTGOMERY,156.4
1994,INDIANA,OWEN,137.5
1994,INDIANA,PARKE,140.8
1994,INDIANA,PUTNAM,137.8
1994,INDIANA,TIPPECANOE,159.4
1994,INDIANA,VERMILLION,152.9
1994,INDIANA,VIGO,140.5
1994,INDIANA,WARREN,162.7
1993,INDIANA,BARTHOLOMEW,137.2
1993,INDIANA,BOONE,142.6
1993,INDIANA,CLINTON,141.8
1993,INDIANA,DECATUR,144.3
1993,INDIANA,GRANT,143.8
1993,INDIANA,HAMILTON,141.6
1993,INDIANA,HANCOCK,151.3
1993,INDIANA,HENDRICKS,147.6
1993,INDIANA,HOWARD,143.9
1993,INDIANA,JOHNSON,145.6
1993,INDIANA,MADISON,146.6
1993,INDIANA,MARION,148.5
1993,INDIANA,MORGAN,141.6
1993,INDIANA,RUSH,151.2
1993,INDIANA,SHELBY,146.9
1993,INDIANA,TIPTON,145.7
1993,INDIANA,BLACKFORD,132.4
1993,INDIANA,DELAWARE,132.8
1993,INDIANA,FAYETTE,132.4
1993,INDIANA,HENRY,138.3
1993,INDIANA,JAY,119
1993,INDIANA,RANDOLPH,123.9
1993,INDIANA,UNION,132.4
1993,INDIANA,WAYNE,130.4
1993,INDIANA,CARROLL,142.5
1993,INDIANA,CASS,139.9
1993,INDIANA,ELKHART,118.2
1993,INDIANA,FULTON,119
1993,INDIANA,KOSCIUSKO,115.2
1993,INDIANA,MARSHALL,119.7
1993,INDIANA,MIAMI,137.8
1993,INDIANA,ST. JOSEPH,116.8
1993,INDIANA,WABASH,138
1993,INDIANA,ADAMS,114
1993,INDIANA,ALLEN,116
1993,INDIANA,DE KALB,118.6
1993,INDIANA,HUNTINGTON,132
1993,INDIANA,LAGRANGE,111.2
1993,INDIANA,NOBLE,116.3
1993,INDIANA,STEUBEN,116
1993,INDIANA,WELLS,130.2
1993,INDIANA,WHITLEY,122.7
1993,INDIANA,BENTON,131.5
1993,INDIANA,JASPER,121.1
1993,INDIANA,LA PORTE,118
1993,INDIANA,LAKE,118.5
1993,INDIANA,NEWTON,121.7
1993,INDIANA,PORTER,117.7
1993,INDIANA,PULASKI,119
1993,INDIANA,STARKE,117
1993,INDIANA,WHITE,130.5
1993,INDIANA,BROWN,133
1993,INDIANA,CRAWFORD,115.7
1993,INDIANA,FLOYD,129.1
1993,INDIANA,HARRISON,120.4
1993,INDIANA,JACKSON,127.5
1993,INDIANA,LAWRENCE,117
1993,INDIANA,MONROE,137.9
1993,INDIANA,ORANGE,128.5
1993,INDIANA,PERRY,120.3
1993,INDIANA,WASHINGTON,117.9
1993,INDIANA,CLARK,124.6
1993,INDIANA,DEARBORN,118.8
1993,INDIANA,FRANKLIN,127.4
1993,INDIANA,JEFFERSON,117
1993,INDIANA,JENNINGS,131.4
1993,INDIANA,OHIO,115
1993,INDIANA,RIPLEY,126.2
1993,INDIANA,SCOTT,126.4
1993,INDIANA,SWITZERLAND,118.4
1993,INDIANA,DAVIESS,132.8
1993,INDIANA,DUBOIS,126.9
1993,INDIANA,GIBSON,140
1993,INDIANA,GREENE,134.6
1993,INDIANA,KNOX,141
1993,INDIANA,MARTIN,135.7
1993,INDIANA,PIKE,137.4
1993,INDIANA,POSEY,136
1993,INDIANA,SPENCER,115.6
1993,INDIANA,SULLIVAN,140.3
1993,INDIANA,VANDERBURGH,134.7
1993,INDIANA,WARRICK,117.1
1993,INDIANA,CLAY,134.1
1993,INDIANA,FOUNTAIN,138.8
1993,INDIANA,MONTGOMERY,142.6
1993,INDIANA,OWEN,134.7
1993,INDIANA,PARKE,133.9
1993,INDIANA,PUTNAM,135.7
1993,INDIANA,TIPPECANOE,137
1993,INDIANA,VERMILLION,135.5
1993,INDIANA,VIGO,141.7
1993,INDIANA,WARREN,139.6
1992,INDIANA,BARTHOLOMEW,154.1
1992,INDIANA,BOONE,155.4
1992,INDIANA,CLINTON,153.4
1992,INDIANA,DECATUR,157.4
1992,INDIANA,GRANT,153
1992,INDIANA,HAMILTON,150.3
1992,INDIANA,HANCOCK,154.3
1992,INDIANA,HENDRICKS,155.1
1992,INDIANA,HOWARD,156.4
1992,INDIANA,JOHNSON,158.9
1992,INDIANA,MADISON,151.2
1992,INDIANA,MARION,150.3
1992,INDIANA,MORGAN,152.5
1992,INDIANA,RUSH,158.8
1992,INDIANA,SHELBY,155.9
1992,INDIANA,TIPTON,150.5
1992,INDIANA,BLACKFORD,143.9
1992,INDIANA,DELAWARE,144.2
1992,INDIANA,FAYETTE,153.2
1992,INDIANA,HENRY,150.1
1992,INDIANA,JAY,137.2
1992,INDIANA,RANDOLPH,141.2
1992,INDIANA,UNION,154.7
1992,INDIANA,WAYNE,151.2
1992,INDIANA,CARROLL,158.9
1992,INDIANA,CASS,148.9
1992,INDIANA,ELKHART,131.8
1992,INDIANA,FULTON,134.3
1992,INDIANA,KOSCIUSKO,136.3
1992,INDIANA,MARSHALL,130.3
1992,INDIANA,MIAMI,142.4
1992,INDIANA,ST. JOSEPH,128.8
1992,INDIANA,WABASH,145.4
1992,INDIANA,ADAMS,146.3
1992,INDIANA,ALLEN,145.5
1992,INDIANA,DE KALB,132.2
1992,INDIANA,HUNTINGTON,145.1
1992,INDIANA,LAGRANGE,128.1
1992,INDIANA,NOBLE,132.2
1992,INDIANA,STEUBEN,125.2
1992,INDIANA,WELLS,148.4
1992,INDIANA,WHITLEY,137.3
1992,INDIANA,BENTON,149.4
1992,INDIANA,JASPER,142.3
1992,INDIANA,LA PORTE,127.1
1992,INDIANA,LAKE,128.4
1992,INDIANA,NEWTON,149.3
1992,INDIANA,PORTER,132.8
1992,INDIANA,PULASKI,129.3
1992,INDIANA,STARKE,121.9
1992,INDIANA,WHITE,150.8
1992,INDIANA,BROWN,131.3
1992,INDIANA,CRAWFORD,135.8
1992,INDIANA,FLOYD,134.9
1992,INDIANA,HARRISON,134.9
1992,INDIANA,JACKSON,146.2
1992,INDIANA,LAWRENCE,136.9
1992,INDIANA,MONROE,133.3
1992,INDIANA,ORANGE,138.7
1992,INDIANA,PERRY,132.3
1992,INDIANA,WASHINGTON,139
1992,INDIANA,CLARK,135.4
1992,INDIANA,DEARBORN,134.5
1992,INDIANA,FRANKLIN,148.6
1992,INDIANA,JEFFERSON,141.9
1992,INDIANA,JENNINGS,151
1992,INDIANA,OHIO,132.9
1992,INDIANA,RIPLEY,147.3
1992,INDIANA,SCOTT,139.5
1992,INDIANA,SWITZERLAND,130.5
1992,INDIANA,DAVIESS,159.9
1992,INDIANA,DUBOIS,154.9
1992,INDIANA,GIBSON,157.9
1992,INDIANA,GREENE,152.9
1992,INDIANA,KNOX,163.9
1992,INDIANA,MARTIN,154.3
1992,INDIANA,PIKE,152.9
1992,INDIANA,POSEY,159.9
1992,INDIANA,SPENCER,146.9
1992,INDIANA,SULLIVAN,162.9
1992,INDIANA,VANDERBURGH,157.4
1992,INDIANA,WARRICK,150.4
1992,INDIANA,CLAY,147.8
1992,INDIANA,FOUNTAIN,149.4
1992,INDIANA,MONTGOMERY,149.4
1992,INDIANA,OWEN,142.8
1992,INDIANA,PARKE,146.4
1992,INDIANA,PUTNAM,146.3
1992,INDIANA,TIPPECANOE,152.3
1992,INDIANA,VERMILLION,152.8
1992,INDIANA,VIGO,151.1
1992,INDIANA,WARREN,151.8
1991,INDIANA,BARTHOLOMEW,96.8
1991,INDIANA,BOONE,86
1991,INDIANA,CLINTON,87
1991,INDIANA,DECATUR,109.7
1991,INDIANA,GRANT,114.6
1991,INDIANA,HAMILTON,83
1991,INDIANA,HANCOCK,107.7
1991,INDIANA,HENDRICKS,96.8
1991,INDIANA,HOWARD,117.6
1991,INDIANA,JOHNSON,106.7
1991,INDIANA,MADISON,112.7
1991,INDIANA,MARION,84
